;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;ValorBruto;Valor_m2;ValorTotal_m2;Tipo_Agregado
10915;Apartamento;Laranjeiras;1;2;0;82;3000.0;1391.0;130.0;4521.0;36.59;55.13;Apartamento
10916;Apartamento;Copacabana;2;2;2;88;5500.0;1300.0;0.0;6800.0;62.5;77.27;Apartamento
10917;Casa;Bangu;2;1;0;75;850.0;0.0;0.0;850.0;11.33;11.33;Casa
10918;Apartamento;Recreio dos Bandeirantes;3;3;2;400;4000.0;750.0;0.0;4750.0;10.0;11.88;Apartamento
10919;Apartamento;Recreio dos Bandeirantes;2;2;1;84;2500.0;624.0;156.0;3280.0;29.76;39.05;Apartamento
10920;Casa de Condomínio;Taquara;3;2;1;112;1900.0;325.0;1189.0;3414.0;16.96;30.48;Casa
10921;Apartamento;São Conrado;4;0;0;180;7000.0;2500.0;335.0;9835.0;38.89;54.64;Apartamento
10922;Apartamento;Lagoa;2;1;0;81;3800.0;770.0;120.0;4690.0;46.91;57.9;Apartamento
10923;Casa de Condomínio;Barra da Tijuca;4;4;4;280;10000.0;1000.0;529.0;11529.0;35.71;41.18;Casa
10924;Apartamento;Recreio dos Bandeirantes;2;1;1;73;1300.0;950.0;120.0;2370.0;17.81;32.47;Apartamento
10925;Apartamento;Ipanema;2;2;1;100;11000.0;2000.0;500.0;13500.0;110.0;135.0;Apartamento
10926;Quitinete;Copacabana;1;0;0;31;950.0;450.0;55.0;1455.0;30.65;46.94;Apartamento
10927;Apartamento;Copacabana;1;0;0;35;2400.0;750.0;0.0;3150.0;68.57;90.0;Apartamento
10928;Apartamento;Barra da Tijuca;3;2;1;117;3500.0;1705.0;319.0;5524.0;29.91;47.21;Apartamento
10929;Casa de Condomínio;Taquara;4;1;0;110;1750.0;550.0;993.0;3293.0;15.91;29.94;Casa
10930;Apartamento;Humaitá;3;0;1;100;2800.0;1560.0;105.0;4465.0;28.0;44.65;Apartamento
10931;Apartamento;Barra da Tijuca;3;3;2;214;8000.0;2500.0;0.0;10500.0;37.38;49.07;Apartamento
10932;Apartamento;Catete;1;1;1;44;2100.0;520.0;55.0;2675.0;47.73;60.8;Apartamento
10933;Apartamento;Grajaú;2;1;1;97;2000.0;796.0;105.0;2901.0;20.62;29.91;Apartamento
10934;Apartamento;Recreio dos Bandeirantes;2;2;1;85;2500.0;1500.0;380.0;4380.0;29.41;51.53;Apartamento
10935;Apartamento;Copacabana;3;1;0;200;3500.0;1300.0;215.0;5015.0;17.5;25.08;Apartamento
10936;Apartamento;Ipanema;3;1;0;120;5000.0;1700.0;179.0;6879.0;41.67;57.32;Apartamento
10937;Apartamento;Copacabana;2;0;0;85;2800.0;702.0;201.0;3703.0;32.94;43.56;Apartamento
10938;Apartamento;Copacabana;2;1;0;72;2500.0;750.0;0.0;3250.0;34.72;45.14;Apartamento
10939;Apartamento;Ipanema;3;1;1;120;9000.0;1800.0;463.0;11263.0;75.0;93.86;Apartamento
10940;Apartamento;Recreio dos Bandeirantes;2;1;2;74;2500.0;1350.0;126.0;3976.0;33.78;53.73;Apartamento
10941;Apartamento;Leme;2;0;1;85;3000.0;750.0;164.0;3914.0;35.29;46.05;Apartamento
10942;Apartamento;Grajaú;2;1;0;70;1500.0;700.0;0.0;2200.0;21.43;31.43;Apartamento
10944;Apartamento;Barra da Tijuca;4;2;3;355;20000.0;5800.0;1850.0;27650.0;56.34;77.89;Apartamento
10945;Apartamento;Barra da Tijuca;3;3;1;205;5500.0;2400.0;5905.0;13805.0;26.83;67.34;Apartamento
10946;Apartamento;Ipanema;4;1;3;245;13000.0;2200.0;7200.0;22400.0;53.06;91.43;Apartamento
10947;Apartamento;Laranjeiras;2;1;1;85;2900.0;850.0;186.0;3936.0;34.12;46.31;Apartamento
10948;Quitinete;Copacabana;1;0;1;38;1500.0;580.0;20.0;2100.0;39.47;55.26;Apartamento
10949;Apartamento;Vila Isabel;3;1;0;70;1700.0;130.0;68.0;1898.0;24.29;27.11;Apartamento
10950;Apartamento;Ipanema;4;2;2;380;20500.0;7950.0;0.0;28450.0;53.95;74.87;Apartamento
10951;Apartamento;Tijuca;2;0;0;66;1300.0;645.0;25.0;1970.0;19.7;29.85;Apartamento
10952;Apartamento;Anil;3;2;1;76;1600.0;700.0;14.0;2314.0;21.05;30.45;Apartamento
10953;Apartamento;Leblon;4;2;1;260;15500.0;2399.0;590.0;18489.0;59.62;71.11;Apartamento
10954;Apartamento;Recreio dos Bandeirantes;2;1;1;82;2000.0;740.0;170.0;2910.0;24.39;35.49;Apartamento
10955;Apartamento;Leme;4;1;1;250;6800.0;1950.0;300.0;9050.0;27.2;36.2;Apartamento
10956;Apartamento;Barra da Tijuca;2;1;1;64;2800.0;950.0;140.0;3890.0;43.75;60.78;Apartamento
10957;Casa de Condomínio;Leblon;5;4;0;900;45000.0;3200.0;650.0;48850.0;50.0;54.28;Casa
10958;Apartamento;Tijuca;1;0;1;33;900.0;460.0;25.0;1385.0;27.27;41.97;Apartamento
10959;Apartamento;Barra da Tijuca;4;3;3;160;8500.0;2300.0;345.0;11145.0;53.12;69.66;Apartamento
10960;Apartamento;Jardim Botânico;3;0;1;89;2200.0;1250.0;160.0;3610.0;24.72;40.56;Apartamento
10961;Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0;10600.0;51.43;75.71;Apartamento
10962;Apartamento;Barra da Tijuca;1;1;0;56;1500.0;1020.0;0.0;2520.0;26.79;45.0;Apartamento
10963;Apartamento;Freguesia (Jacarepaguá);3;1;1;72;1800.0;680.0;114.0;2594.0;25.0;36.03;Apartamento
10964;Casa;Freguesia (Jacarepaguá);3;2;1;399;10000.0;0.0;0.0;10000.0;25.06;25.06;Casa
10965;Apartamento;Flamengo;4;1;2;360;5900.0;2450.0;733.0;9083.0;16.39;25.23;Apartamento
10966;Apartamento;Centro;1;0;0;35;900.0;517.0;25.0;1442.0;25.71;41.2;Apartamento
10967;Apartamento;Curicica;2;1;0;62;1100.0;550.0;50.0;1700.0;17.74;27.42;Apartamento
10968;Apartamento;Barra da Tijuca;2;2;1;145;2600.0;1500.0;0.0;4100.0;17.93;28.28;Apartamento
10969;Apartamento;Copacabana;2;1;1;120;5500.0;1250.0;166.0;6916.0;45.83;57.63;Apartamento
10970;Apartamento;Barra da Tijuca;3;3;1;118;6000.0;2900.0;4500.0;13400.0;50.85;113.56;Apartamento
10971;Apartamento;Barra da Tijuca;3;2;1;86;2800.0;1365.0;231.0;4396.0;32.56;51.12;Apartamento
10972;Apartamento;Humaitá;2;1;1;97;4000.0;1200.0;120.0;5320.0;41.24;54.85;Apartamento
10973;Apartamento;Ipanema;3;3;3;170;25000.0;3710.0;826.0;29536.0;147.06;173.74;Apartamento
10974;Apartamento;Pechincha;2;1;0;50;1200.0;425.0;150.0;1775.0;24.0;35.5;Apartamento
10975;Apartamento;Recreio dos Bandeirantes;2;1;1;83;1800.0;1600.0;120.0;3520.0;21.69;42.41;Apartamento
10976;Apartamento;Ipanema;2;2;1;153;8000.0;1321.0;278.0;9599.0;52.29;62.74;Apartamento
10977;Apartamento;Barra da Tijuca;2;2;1;104;4800.0;1994.0;651.0;7445.0;46.15;71.59;Apartamento
10978;Apartamento;Barra da Tijuca;3;2;0;165;4500.0;1235.0;450.0;6185.0;27.27;37.48;Apartamento
10979;Apartamento;Maracanã;3;2;1;140;2200.0;1200.0;0.0;3400.0;15.71;24.29;Apartamento
10980;Apartamento;Leblon;3;2;1;360;12000.0;3336.0;1264.0;16600.0;33.33;46.11;Apartamento
10981;Apartamento;Barra da Tijuca;4;3;4;430;17000.0;3700.0;1700.0;22400.0;39.53;52.09;Apartamento
10982;Apartamento;Leme;2;0;0;75;2500.0;878.0;0.0;3378.0;33.33;45.04;Apartamento
10983;Apartamento;Copacabana;2;0;0;88;2300.0;1100.0;100.0;3500.0;26.14;39.77;Apartamento
10984;Apartamento;Flamengo;3;1;0;85;3000.0;1250.0;185.0;4435.0;35.29;52.18;Apartamento
10985;Apartamento;Ipanema;2;1;1;80;7000.0;2500.0;390.0;9890.0;87.5;123.62;Apartamento
10986;Casa;Barra da Tijuca;4;4;4;428;8500.0;1085.0;1311.0;10896.0;19.86;25.46;Casa
10987;Apartamento;Botafogo;3;2;1;107;4800.0;1227.0;0.0;6027.0;44.86;56.33;Apartamento
10988;Apartamento;Ipanema;2;1;0;73;3300.0;2500.0;0.0;5800.0;45.21;79.45;Apartamento
10989;Apartamento;Ipanema;3;2;1;140;7000.0;2200.0;387.0;9587.0;50.0;68.48;Apartamento
10990;Apartamento;Tijuca;2;1;1;85;3200.0;656.0;181.0;4037.0;37.65;47.49;Apartamento
10991;Apartamento;Barra da Tijuca;4;4;4;430;30000.0;7000.0;2000.0;39000.0;69.77;90.7;Apartamento
10992;Apartamento;Grajaú;2;0;0;65;1200.0;540.0;0.0;1740.0;18.46;26.77;Apartamento
10993;Apartamento;Lagoa;3;2;3;146;7500.0;3036.0;611.0;11147.0;51.37;76.35;Apartamento
10994;Quitinete;Flamengo;1;0;0;30;1400.0;450.0;0.0;1850.0;46.67;61.67;Apartamento
10995;Apartamento;Ipanema;3;3;1;300;22000.0;4000.0;1832.0;27832.0;73.33;92.77;Apartamento
10996;Casa de Condomínio;Barra da Tijuca;5;3;5;900;20000.0;1308.0;1601.0;22909.0;22.22;25.45;Casa
10997;Apartamento;Vila Isabel;3;0;0;90;1700.0;400.0;0.0;2100.0;18.89;23.33;Apartamento
10998;Apartamento;Recreio dos Bandeirantes;2;1;1;80;2300.0;900.0;0.0;3200.0;28.75;40.0;Apartamento
10999;Apartamento;Copacabana;3;1;1;230;6500.0;2000.0;300.0;8800.0;28.26;38.26;Apartamento
11000;Apartamento;Barra da Tijuca;4;3;3;160;8600.0;2300.0;250.0;11150.0;53.75;69.69;Apartamento
11001;Apartamento;Flamengo;1;0;0;40;1600.0;555.0;54.0;2209.0;40.0;55.22;Apartamento
11002;Apartamento;Quintino Bocaiúva;1;0;0;50;1100.0;145.0;0.0;1245.0;22.0;24.9;Apartamento
11003;Apartamento;Copacabana;3;1;1;200;6200.0;2250.0;695.0;9145.0;31.0;45.72;Apartamento
11004;Apartamento;Leblon;4;2;2;204;17000.0;3600.0;772.0;21372.0;83.33;104.76;Apartamento
11005;Apartamento;Copacabana;2;1;2;108;6500.0;601.0;447.0;7548.0;60.19;69.89;Apartamento
11006;Casa de Vila;Méier;2;1;0;48;1800.0;60.0;0.0;1860.0;37.5;38.75;Casa
11007;Apartamento;Anil;2;1;0;60;1200.0;470.0;0.0;1670.0;20.0;27.83;Apartamento
11008;Apartamento;Leblon;3;1;0;122;6200.0;1328.0;0.0;7528.0;50.82;61.7;Apartamento
11009;Apartamento;Barra da Tijuca;3;2;3;160;5000.0;1500.0;0.0;6500.0;31.25;40.62;Apartamento
11010;Apartamento;Botafogo;2;1;0;60;3000.0;550.0;0.0;3550.0;50.0;59.17;Apartamento
11012;Apartamento;Madureira;1;0;0;50;750.0;200.0;0.0;950.0;15.0;19.0;Apartamento
11013;Casa de Condomínio;Freguesia (Jacarepaguá);4;2;3;163;800000.0;900.0;0.0;800900.0;4907.98;4913.5;Casa
11014;Apartamento;Recreio dos Bandeirantes;4;3;2;190;2200.0;1547.0;290.0;4037.0;11.58;21.25;Apartamento
11015;Quitinete;Centro;1;0;0;40;800.0;385.0;84.0;1269.0;20.0;31.72;Apartamento
11016;Apartamento;Vila Isabel;3;1;0;98;1800.0;350.0;78.0;2228.0;18.37;22.73;Apartamento
11017;Quitinete;Flamengo;1;0;0;24;1350.0;250.0;0.0;1600.0;56.25;66.67;Apartamento
11018;Apartamento;Barra da Tijuca;2;1;1;70;2100.0;753.0;0.0;2853.0;30.0;40.76;Apartamento
11019;Apartamento;Laranjeiras;2;0;0;75;2400.0;700.0;88.0;3188.0;32.0;42.51;Apartamento
11020;Apartamento;Tijuca;1;1;0;50;1650.0;577.0;453.0;2680.0;33.0;53.6;Apartamento
11021;Casa;Leblon;4;4;4;669;15000.0;3400.0;2930.0;21330.0;22.42;31.88;Casa
11022;Apartamento;Tijuca;3;0;1;100;1400.0;400.0;0.0;1800.0;14.0;18.0;Apartamento
11023;Apartamento;Ipanema;4;2;2;360;30000.0;4000.0;1650.0;35650.0;83.33;99.03;Apartamento
11025;Apartamento;Copacabana;2;0;1;110;3000.0;800.0;133.0;3933.0;27.27;35.75;Apartamento
11026;Apartamento;Barra da Tijuca;4;3;2;217;6000.0;2600.0;735.0;9335.0;27.65;43.02;Apartamento
11027;Apartamento;Rocha;3;1;0;79;1400.0;560.0;0.0;1960.0;17.72;24.81;Apartamento
11028;Apartamento;Ipanema;3;2;1;150;6600.0;1700.0;324.0;8624.0;44.0;57.49;Apartamento
11029;Casa de Condomínio;Jacarepaguá;3;0;1;170;2500.0;325.0;170.0;2995.0;14.71;17.62;Casa
11030;Apartamento;Copacabana;4;2;2;279;3150.0;2093.0;453.0;5696.0;11.29;20.42;Apartamento
11031;Apartamento;Flamengo;3;1;0;200;5500.0;1800.0;420.0;7720.0;27.5;38.6;Apartamento
11032;Apartamento;Barra da Tijuca;2;0;1;100;2700.0;1000.0;230.0;3930.0;27.0;39.3;Apartamento
11033;Apartamento;Recreio dos Bandeirantes;3;2;1;106;2100.0;383.0;160.0;2643.0;19.81;24.93;Apartamento
11034;Apartamento;Barra da Tijuca;3;3;1;167;3900.0;1600.0;373.0;5873.0;23.35;35.17;Apartamento
11035;Apartamento;Flamengo;2;1;0;78;2500.0;550.0;130.0;3180.0;32.05;40.77;Apartamento
11036;Casa;Tijuca;4;3;3;164;3900.0;0.0;175.0;4075.0;23.78;24.85;Casa
11037;Apartamento;Recreio dos Bandeirantes;2;1;1;65;1600.0;600.0;120.0;2320.0;24.62;35.69;Apartamento
11038;Apartamento;Copacabana;2;0;0;60;2200.0;680.0;78.0;2958.0;36.67;49.3;Apartamento
11039;Apartamento;Botafogo;2;1;1;92;3500.0;1000.0;228.0;4728.0;38.04;51.39;Apartamento
11040;Apartamento;Copacabana;2;0;0;75;2600.0;605.0;88.0;3293.0;34.67;43.91;Apartamento
11041;Apartamento;Copacabana;3;1;0;190;4000.0;1785.0;305.0;6090.0;21.05;32.05;Apartamento
11042;Casa de Condomínio;Pechincha;2;0;1;68;1500.0;360.0;40.0;1900.0;22.06;27.94;Casa
11043;Apartamento;Copacabana;4;2;2;389;12400.0;3825.0;1153.0;17378.0;31.88;44.67;Apartamento
11044;Apartamento;Taquara;2;1;1;60;1600.0;450.0;0.0;2050.0;26.67;34.17;Apartamento
11045;Apartamento;Barra da Tijuca;3;2;3;127;3500.0;1850.0;350.0;5700.0;27.56;44.88;Apartamento
11046;Apartamento;Barra da Tijuca;2;1;1;70;3000.0;858.0;150.0;4008.0;42.86;57.26;Apartamento
11047;Apartamento;Lagoa;3;1;1;100;2900.0;480.0;200.0;3580.0;29.0;35.8;Apartamento
11048;Apartamento;Ipanema;3;1;0;126;6000.0;1667.0;590.0;8257.0;47.62;65.53;Apartamento
11049;Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0;3818.0;22.5;31.82;Apartamento
11050;Casa de Condomínio;Barra da Tijuca;4;4;3;650;15000.0;1750.0;850.0;17600.0;23.08;27.08;Casa
11051;Apartamento;Leblon;4;2;3;350;25000.0;3494.0;786.0;29280.0;71.43;83.66;Apartamento
11052;Apartamento;Barra da Tijuca;2;2;1;100;2200.0;1733.0;234.0;4167.0;22.0;41.67;Apartamento
11053;Apartamento;Rio Comprido;2;1;0;88;1200.0;693.0;0.0;1893.0;13.64;21.51;Apartamento
11054;Casa de Condomínio;Barra da Tijuca;5;10;5;1000;35000.0;2200.0;19000.0;56200.0;35.0;56.2;Casa
11055;Apartamento;Recreio dos Bandeirantes;4;6;3;630;7500.0;1535.0;12785.0;21820.0;11.9;34.63;Apartamento
11056;Casa;Campo Grande;1;1;0;80;750.0;0.0;2.0;752.0;9.38;9.4;Casa
11057;Apartamento;Flamengo;4;2;2;535;35000.0;4400.0;15000.0;54400.0;65.42;101.68;Apartamento
11058;Casa;Jardim Botânico;5;2;5;500;20000.0;0.0;1912.0;21912.0;40.0;43.82;Casa
11059;Apartamento;Botafogo;3;1;1;101;5600.0;1300.0;341.0;7241.0;55.45;71.69;Apartamento
11060;Quitinete;Copacabana;0;0;0;40;1900.0;625.0;0.0;2525.0;47.5;63.12;Apartamento
11061;Apartamento;Copacabana;2;1;1;100;3500.0;1260.0;0.0;4760.0;35.0;47.6;Apartamento
11062;Apartamento;Freguesia (Jacarepaguá);2;1;0;65;1200.0;650.0;76.0;1926.0;18.46;29.63;Apartamento
11063;Apartamento;Copacabana;1;0;0;50;1800.0;590.0;28.0;2418.0;36.0;48.36;Apartamento
11064;Apartamento;Leblon;3;1;0;118;4500.0;2000.0;371.0;6871.0;38.14;58.23;Apartamento
11065;Apartamento;Recreio dos Bandeirantes;3;2;1;75;2000.0;460.0;0.0;2460.0;26.67;32.8;Apartamento
11066;Casa de Condomínio;Barra da Tijuca;4;4;2;700;15000.0;1600.0;0.0;16600.0;21.43;23.71;Casa
11067;Apartamento;Barra da Tijuca;3;2;1;250;4500.0;1250.0;624.0;6374.0;18.0;25.5;Apartamento
11068;Quitinete;Copacabana;1;0;0;28;1700.0;596.0;56.0;2352.0;60.71;84.0;Apartamento
11069;Apartamento;Riachuelo;2;1;0;60;1200.0;350.0;126.0;1676.0;20.0;27.93;Apartamento
11070;Apartamento;Barra da Tijuca;4;3;0;230;9800.0;3332.0;381.0;13513.0;42.61;58.75;Apartamento
11071;Apartamento;Tijuca;2;2;1;95;2500.0;700.0;230.0;3430.0;26.32;36.11;Apartamento
11073;Apartamento;Portuguesa;3;1;0;62;1200.0;380.0;12.0;1592.0;19.35;25.68;Apartamento
11074;Apartamento;Leblon;4;2;2;240;15000.0;1300.0;1568.0;17868.0;62.5;74.45;Apartamento
11075;Apartamento;Glória;3;0;1;120;3900.0;838.0;168.0;4906.0;32.5;40.88;Apartamento
11076;Apartamento;Leme;1;0;0;38;2300.0;852.0;30.0;3182.0;60.53;83.74;Apartamento
11077;Apartamento;Freguesia (Jacarepaguá);3;1;1;93;2000.0;781.0;132.0;2913.0;21.51;31.32;Apartamento
11078;Apartamento;Jardim Botânico;2;2;1;95;4000.0;1170.0;0.0;5170.0;42.11;54.42;Apartamento
11079;Apartamento;Tijuca;4;2;1;188;2000.0;2000.0;309.0;4309.0;10.64;22.92;Apartamento
11080;Quitinete;Copacabana;1;0;0;35;1300.0;629.0;56.0;1985.0;37.14;56.71;Apartamento
11081;Casa;Barra da Tijuca;5;3;3;500;15000.0;1200.0;0.0;16200.0;30.0;32.4;Casa
11082;Apartamento;Centro;1;0;0;26;750.0;400.0;0.0;1150.0;28.85;44.23;Apartamento
11083;Apartamento;Leblon;2;2;1;162;7000.0;2500.0;0.0;9500.0;43.21;58.64;Apartamento
11084;Casa de Condomínio;Barra da Tijuca;6;6;6;640;20000.0;1600.0;0.0;21600.0;31.25;33.75;Casa
11085;Apartamento;Ipanema;3;1;1;100;6000.0;1200.0;210.0;7410.0;60.0;74.1;Apartamento
11087;Apartamento;Ipanema;2;0;0;85;2500.0;900.0;0.0;3400.0;29.41;40.0;Apartamento
11088;Apartamento;Vila Isabel;2;1;1;76;1700.0;597.0;0.0;2297.0;22.37;30.22;Apartamento
11089;Apartamento;Barra da Tijuca;2;1;0;51;1300.0;470.0;40.0;1810.0;25.49;35.49;Apartamento
11090;Apartamento;Jardim Guanabara;3;1;2;110;2700.0;500.0;0.0;3200.0;24.55;29.09;Apartamento
11091;Casa de Condomínio;Barra da Tijuca;4;3;4;300;7000.0;707.0;568.0;8275.0;23.33;27.58;Casa
11092;Apartamento;Barra da Tijuca;3;2;1;115;3250.0;1500.0;150.0;4900.0;28.26;42.61;Apartamento
11093;Apartamento;Botafogo;4;1;1;163;4500.0;707.0;280.0;5487.0;27.61;33.66;Apartamento
11094;Apartamento;Jardim Botânico;2;1;0;95;4000.0;1170.0;0.0;5170.0;42.11;54.42;Apartamento
11095;Apartamento;Ipanema;4;2;1;282;25000.0;4300.0;2270.0;31570.0;88.65;111.95;Apartamento
11096;Apartamento;Botafogo;2;1;1;72;3350.0;670.0;178.0;4198.0;46.53;58.31;Apartamento
11097;Apartamento;Lagoa;4;3;1;255;8500.0;2529.0;490.0;11519.0;33.33;45.17;Apartamento
11098;Apartamento;Botafogo;1;1;0;45;2400.0;780.0;0.0;3180.0;53.33;70.67;Apartamento
11099;Apartamento;Freguesia (Jacarepaguá);3;2;1;132;1800.0;1100.0;634.0;3534.0;13.64;26.77;Apartamento
11100;Apartamento;Recreio dos Bandeirantes;2;1;1;70;1800.0;696.0;120.0;2616.0;25.71;37.37;Apartamento
11101;Apartamento;Humaitá;1;0;1;34;1600.0;410.0;0.0;2010.0;47.06;59.12;Apartamento
11102;Apartamento;Barra da Tijuca;2;1;1;100;3800.0;1700.0;310.0;5810.0;38.0;58.1;Apartamento
11103;Apartamento;Madureira;3;1;1;90;1200.0;500.0;60.0;1760.0;13.33;19.56;Apartamento
11104;Apartamento;Lagoa;3;2;1;144;4500.0;2245.0;647.0;7392.0;31.25;51.33;Apartamento
11105;Apartamento;Santa Teresa;2;0;0;33;1200.0;379.0;135.0;1714.0;36.36;51.94;Apartamento
11106;Apartamento;Vila Valqueire;2;1;0;63;1500.0;455.0;0.0;1955.0;23.81;31.03;Apartamento
11107;Apartamento;Barra da Tijuca;2;0;1;78;3000.0;1263.0;0.0;4263.0;38.46;54.65;Apartamento
11108;Apartamento;Barra da Tijuca;4;2;1;160;3800.0;1800.0;600.0;6200.0;23.75;38.75;Apartamento
11109;Casa de Condomínio;Barra da Tijuca;5;4;4;320;10000.0;850.0;4000.0;14850.0;31.25;46.41;Casa
11110;Apartamento;Leblon;3;1;1;83;5000.0;1223.0;373.0;6596.0;60.24;79.47;Apartamento
11111;Apartamento;Recreio dos Bandeirantes;2;0;0;80;1800.0;890.0;129.0;2819.0;22.5;35.24;Apartamento
11112;Apartamento;Ipanema;4;2;1;170;13000.0;2750.0;1780.0;17530.0;76.47;103.12;Apartamento
11113;Quitinete;Copacabana;1;0;0;23;1700.0;430.0;30.0;2160.0;73.91;93.91;Apartamento
11115;Apartamento;Ipanema;3;2;0;101;3800.0;1514.0;364.0;5678.0;37.62;56.22;Apartamento
11116;Apartamento;Barra da Tijuca;2;1;1;65;2200.0;670.0;0.0;2870.0;33.85;44.15;Apartamento
11117;Quitinete;Copacabana;1;0;0;30;1100.0;528.0;0.0;1628.0;36.67;54.27;Apartamento
11118;Apartamento;Jardim Guanabara;2;1;0;56;1500.0;360.0;0.0;1860.0;26.79;33.21;Apartamento
11119;Apartamento;Flamengo;2;1;0;110;2800.0;1223.0;200.0;4223.0;25.45;38.39;Apartamento
11120;Apartamento;Copacabana;3;1;0;100;4500.0;1350.0;350.0;6200.0;45.0;62.0;Apartamento
11121;Apartamento;Ipanema;2;1;2;86;13300.0;4100.0;394.0;17794.0;154.65;206.91;Apartamento
11122;Apartamento;Recreio dos Bandeirantes;3;2;1;120;2000.0;365.0;167.0;2532.0;16.67;21.1;Apartamento
11123;Apartamento;Recreio dos Bandeirantes;3;1;1;84;2300.0;1000.0;175.0;3475.0;27.38;41.37;Apartamento
11124;Apartamento;Recreio dos Bandeirantes;2;1;2;74;2500.0;1350.0;125.0;3975.0;33.78;53.72;Apartamento
11125;Apartamento;Irajá;2;0;0;50;800.0;100.0;0.0;900.0;16.0;18.0;Apartamento
11126;Apartamento;Jardim Botânico;1;0;0;45;2200.0;300.0;0.0;2500.0;48.89;55.56;Apartamento
11127;Apartamento;Ipanema;2;0;0;50;2900.0;586.0;130.0;3616.0;58.0;72.32;Apartamento
11128;Apartamento;Barra da Tijuca;2;1;1;70;1900.0;1300.0;0.0;3200.0;27.14;45.71;Apartamento
11129;Apartamento;Vila Isabel;2;1;0;138;2000.0;590.0;230.0;2820.0;14.49;20.43;Apartamento
11130;Apartamento;Copacabana;2;1;0;81;2500.0;810.0;91.0;3401.0;30.86;41.99;Apartamento
11131;Apartamento;Barra da Tijuca;1;2;0;55;1900.0;1000.0;0.0;2900.0;34.55;52.73;Apartamento
11132;Apartamento;Recreio dos Bandeirantes;3;2;1;177;1600.0;1290.0;350.0;3240.0;9.04;18.31;Apartamento
11133;Casa;Irajá;1;0;0;40;750.0;0.0;0.0;750.0;18.75;18.75;Casa
11134;Casa;Lagoa;5;2;1;400;20000.0;180.0;576.0;20756.0;50.0;51.89;Casa
11135;Apartamento;Leblon;1;1;1;92;4000.0;1232.0;0.0;5232.0;43.48;56.87;Apartamento
11136;Quitinete;Copacabana;1;0;0;27;1080.0;450.0;54.0;1584.0;40.0;58.67;Apartamento
11137;Apartamento;Recreio dos Bandeirantes;2;1;2;75;1700.0;1020.0;170.0;2890.0;22.67;38.53;Apartamento
11138;Apartamento;Laranjeiras;2;0;0;65;1500.0;500.0;25.0;2025.0;23.08;31.15;Apartamento
11139;Apartamento;Barra da Tijuca;2;1;1;184;2700.0;1800.0;345.0;4845.0;14.67;26.33;Apartamento
11140;Apartamento;Jardim Oceânico;3;2;1;150;3500.0;1689.0;518.0;5707.0;23.33;38.05;Apartamento
11141;Apartamento;Madureira;3;1;0;82;1100.0;550.0;28.0;1678.0;13.41;20.46;Apartamento
11142;Casa;Jardim Botânico;5;4;1;845;35000.0;0.0;1540.0;36540.0;41.42;43.24;Casa
11143;Apartamento;Barra da Tijuca;1;1;0;71;1800.0;800.0;0.0;2600.0;25.35;36.62;Apartamento
11144;Casa;Riachuelo;2;2;0;92;1300.0;0.0;53.0;1353.0;14.13;14.71;Casa
11145;Apartamento;Ipanema;4;3;2;171;25000.0;2840.0;1057.0;28897.0;146.2;168.99;Apartamento
11146;Apartamento;Tijuca;2;1;0;70;1700.0;528.0;92.0;2320.0;24.29;33.14;Apartamento
11147;Apartamento;Barra da Tijuca;2;3;2;100;9000.0;3982.0;467.0;13449.0;90.0;134.49;Apartamento
11148;Apartamento;Barra da Tijuca;1;1;1;66;2000.0;1300.0;0.0;3300.0;30.3;50.0;Apartamento
11149;Casa de Vila;Riachuelo;2;0;0;56;1090.0;0.0;0.0;1090.0;19.46;19.46;Casa
11150;Apartamento;Lagoa;3;3;3;500;20000.0;6838.0;0.0;26838.0;40.0;53.68;Apartamento
11151;Apartamento;São Conrado;4;3;2;460;9500.0;9700.0;9.0;19209.0;20.65;41.76;Apartamento
11152;Apartamento;Leblon;3;3;1;130;8600.0;1300.0;500.0;10400.0;66.15;80.0;Apartamento
11153;Casa;Urca;4;3;4;684;35000.0;0.0;0.0;35000.0;51.17;51.17;Casa
11154;Apartamento;Copacabana;2;0;0;62;2500.0;709.0;97.0;3306.0;40.32;53.32;Apartamento
11155;Apartamento;Leme;3;0;0;91;3300.0;804.0;1543.0;5647.0;36.26;62.05;Apartamento
11156;Apartamento;Flamengo;1;0;0;50;2200.0;426.0;73.0;2699.0;44.0;53.98;Apartamento
11157;Apartamento;Gávea;2;1;0;63;2800.0;678.0;138.0;3616.0;44.44;57.4;Apartamento
11158;Apartamento;Glória;1;0;0;47;1150.0;500.0;25.0;1675.0;24.47;35.64;Apartamento
11159;Quitinete;Copacabana;0;0;0;22;1300.0;300.0;24.0;1624.0;59.09;73.82;Apartamento
11160;Apartamento;Tijuca;2;1;0;71;1500.0;660.0;555.0;2715.0;21.13;38.24;Apartamento
11161;Casa;Botafogo;3;0;0;88;5800.0;0.0;0.0;5800.0;65.91;65.91;Casa
11162;Casa de Condomínio;Campo Grande;2;1;2;70;1300.0;350.0;0.0;1650.0;18.57;23.57;Casa
11163;Casa de Condomínio;Barra da Tijuca;5;4;5;700;12000.0;1820.0;0.0;13820.0;17.14;19.74;Casa
