;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;ValorBruto;Valor_m2;ValorTotal_m2;Tipo_Agregado
4577;Apartamento;Copacabana;3;1;1;100;3200.0;1120.0;0.0;4320.0;32.0;43.2;Apartamento
4578;Casa de Condomínio;Barra da Tijuca;5;4;4;450;6499.0;1150.0;800.0;8449.0;14.44;18.78;Casa
4579;Apartamento;Barra da Tijuca;1;2;1;100;3300.0;1900.0;500.0;5700.0;33.0;57.0;Apartamento
4580;Apartamento;Copacabana;2;0;0;90;3000.0;800.0;219.0;4019.0;33.33;44.66;Apartamento
4581;Apartamento;Recreio dos Bandeirantes;3;3;1;170;2000.0;950.0;330.0;3280.0;11.76;19.29;Apartamento
4582;Apartamento;Recreio dos Bandeirantes;3;1;1;81;2600.0;600.0;145.0;3345.0;32.1;41.3;Apartamento
4583;Apartamento;Flamengo;1;1;0;65;2800.0;1000.0;200.0;4000.0;43.08;61.54;Apartamento
4584;Casa;Campo Grande;2;0;1;60;800.0;0.0;0.0;800.0;13.33;13.33;Casa
4585;Apartamento;Lagoa;4;3;3;285;14000.0;1505.0;400.0;15905.0;49.12;55.81;Apartamento
4586;Apartamento;Península;4;2;2;140;4900.0;1800.0;292.0;6992.0;35.0;49.94;Apartamento
4587;Apartamento;Copacabana;1;0;0;34;1700.0;590.0;0.0;2290.0;50.0;67.35;Apartamento
4588;Casa de Condomínio;Tanque;3;1;0;111;2300.0;80.0;200.0;2580.0;20.72;23.24;Casa
4589;Apartamento;Barra da Tijuca;1;1;0;72;1900.0;1050.0;220.0;3170.0;26.39;44.03;Apartamento
4590;Quitinete;Santa Teresa;0;1;0;50;800.0;493.0;0.0;1293.0;16.0;25.86;Apartamento
4591;Apartamento;Maracanã;1;1;0;53;1600.0;530.0;47.0;2177.0;30.19;41.08;Apartamento
4592;Casa de Vila;Pavuna;1;0;0;41;600.0;67.0;0.0;667.0;14.63;16.27;Casa
4593;Apartamento;Centro;1;0;0;37;1200.0;393.0;24.0;1617.0;32.43;43.7;Apartamento
4594;Apartamento;Cachambi;2;1;0;54;1500.0;480.0;260.0;2240.0;27.78;41.48;Apartamento
4595;Casa de Condomínio;Barra da Tijuca;4;4;4;315;15000.0;1200.0;850.0;17050.0;47.62;54.13;Casa
4596;Apartamento;Penha;2;1;0;56;800.0;448.0;28.0;1276.0;14.29;22.79;Apartamento
4597;Apartamento;Engenho Novo;2;0;0;60;800.0;620.0;12.0;1432.0;13.33;23.87;Apartamento
4598;Casa de Condomínio;Guaratiba;2;1;0;72;1000.0;160.0;0.0;1160.0;13.89;16.11;Casa
4599;Apartamento;Recreio dos Bandeirantes;2;1;1;75;2000.0;850.0;160.0;3010.0;26.67;40.13;Apartamento
4600;Apartamento;Cascadura;2;1;0;55;850.0;540.0;0.0;1390.0;15.45;25.27;Apartamento
4601;Apartamento;Tijuca;1;0;0;38;1200.0;485.0;20.0;1705.0;31.58;44.87;Apartamento
4602;Apartamento;Lins de Vasconcelos;2;1;0;50;800.0;250.0;35.0;1085.0;16.0;21.7;Apartamento
4603;Apartamento;Jacarepaguá;2;1;1;71;1700.0;400.0;0.0;2100.0;23.94;29.58;Apartamento
4604;Apartamento;Copacabana;1;1;0;52;1800.0;1295.0;0.0;3095.0;34.62;59.52;Apartamento
4605;Apartamento;Freguesia (Jacarepaguá);3;1;1;84;1300.0;900.0;0.0;2200.0;15.48;26.19;Apartamento
4606;Apartamento;Barra da Tijuca;3;2;1;150;3600.0;1621.0;0.0;5221.0;24.0;34.81;Apartamento
4607;Apartamento;Leblon;4;2;1;180;7500.0;3330.0;840.0;11670.0;41.67;64.83;Apartamento
4608;Apartamento;Vargem Pequena;2;0;0;53;1100.0;365.0;27.0;1492.0;20.75;28.15;Apartamento
4609;Apartamento;São Cristóvão;2;1;1;66;1900.0;649.0;55.0;2604.0;28.79;39.45;Apartamento
4610;Apartamento;Barra da Tijuca;3;2;1;110;2800.0;1688.0;288.0;4776.0;25.45;43.42;Apartamento
4611;Apartamento;Tijuca;3;1;0;111;2700.0;680.0;130.0;3510.0;24.32;31.62;Apartamento
4612;Apartamento;Centro;2;0;0;75;1700.0;662.0;88.0;2450.0;22.67;32.67;Apartamento
4613;Apartamento;Recreio dos Bandeirantes;2;3;1;98;1700.0;1100.0;150.0;2950.0;17.35;30.1;Apartamento
4614;Quitinete;Rocha Miranda;1;0;0;30;400.0;0.0;0.0;400.0;13.33;13.33;Apartamento
4615;Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0;10600.0;51.43;75.71;Apartamento
4616;Apartamento;Tijuca;2;0;0;75;1600.0;210.0;51.0;1861.0;21.33;24.81;Apartamento
4617;Apartamento;Copacabana;3;1;0;100;3100.0;958.0;22210.0;26268.0;31.0;262.68;Apartamento
4618;Apartamento;Recreio dos Bandeirantes;3;2;1;85;2200.0;772.0;0.0;2972.0;25.88;34.96;Apartamento
4619;Apartamento;Botafogo;1;0;0;28;1480.0;400.0;0.0;1880.0;52.86;67.14;Apartamento
4620;Apartamento;Jardim Botânico;1;0;1;150;6900.0;2201.0;315.0;9416.0;46.0;62.77;Apartamento
4621;Apartamento;Leblon;4;2;2;150;9000.0;1900.0;0.0;10900.0;60.0;72.67;Apartamento
4622;Apartamento;Barra da Tijuca;1;1;1;60;1700.0;1103.0;0.0;2803.0;28.33;46.72;Apartamento
4623;Apartamento;Barra da Tijuca;2;1;1;98;2700.0;1500.0;250.0;4450.0;27.55;45.41;Apartamento
4624;Casa de Condomínio;Barra da Tijuca;4;2;4;300;9000.0;950.0;5500.0;15450.0;30.0;51.5;Casa
4625;Apartamento;Barra da Tijuca;3;1;1;93;3000.0;1144.0;0.0;4144.0;32.26;44.56;Apartamento
4626;Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;190;2000.0;1270.0;400.0;3670.0;10.53;19.32;Casa
4627;Apartamento;Copacabana;1;0;0;45;1600.0;594.0;0.0;2194.0;35.56;48.76;Apartamento
4628;Apartamento;Ipanema;1;1;0;50;3500.0;796.0;0.0;4296.0;70.0;85.92;Apartamento
4629;Apartamento;Barra da Tijuca;4;2;2;146;2900.0;1950.0;260.0;5110.0;19.86;35.0;Apartamento
4630;Apartamento;Ipanema;3;3;2;270;18000.0;2640.0;833.0;21473.0;66.67;79.53;Apartamento
4631;Apartamento;Barra da Tijuca;3;2;1;72;2700.0;660.0;90.0;3450.0;37.5;47.92;Apartamento
4632;Apartamento;Flamengo;2;0;1;100;4000.0;1198.0;328.0;5526.0;40.0;55.26;Apartamento
4633;Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1000.0;10.0;3510.0;16.67;23.4;Apartamento
4634;Apartamento;Ipanema;2;1;0;90;4000.0;1550.0;187.0;5737.0;44.44;63.74;Apartamento
4635;Apartamento;Campo Grande;2;1;0;51;600.0;325.0;0.0;925.0;11.76;18.14;Apartamento
4636;Apartamento;Recreio dos Bandeirantes;4;2;1;180;2900.0;977.0;41.0;3918.0;16.11;21.77;Apartamento
4637;Apartamento;Copacabana;3;1;1;240;2600.0;944.0;517.0;4061.0;10.83;16.92;Apartamento
4638;Quitinete;Copacabana;1;0;1;22;1500.0;265.0;242.0;2007.0;68.18;91.23;Apartamento
4639;Apartamento;Ipanema;3;1;1;151;8000.0;1550.0;458.0;10008.0;52.98;66.28;Apartamento
4640;Casa de Condomínio;Barra da Tijuca;5;3;5;291;12000.0;550.0;4950.0;17500.0;41.24;60.14;Casa
4641;Apartamento;Copacabana;1;0;1;57;2600.0;749.0;227.0;3576.0;45.61;62.74;Apartamento
4642;Quitinete;Copacabana;1;0;1;28;1200.0;450.0;28.0;1678.0;42.86;59.93;Apartamento
4643;Apartamento;Humaitá;2;1;1;70;3300.0;800.0;158.0;4258.0;47.14;60.83;Apartamento
4644;Apartamento;Botafogo;2;1;1;81;3200.0;990.0;145.0;4335.0;39.51;53.52;Apartamento
4645;Quitinete;Leme;1;0;0;34;1350.0;600.0;24.0;1974.0;39.71;58.06;Apartamento
4646;Apartamento;Ipanema;2;0;0;76;3800.0;1200.0;135.0;5135.0;50.0;67.57;Apartamento
4647;Apartamento;Tijuca;2;1;1;85;2000.0;700.0;90.0;2790.0;23.53;32.82;Apartamento
4648;Apartamento;Barra da Tijuca;3;2;2;140;4100.0;1756.0;401.0;6257.0;29.29;44.69;Apartamento
4649;Apartamento;Vila Isabel;2;1;2;72;1900.0;800.0;0.0;2700.0;26.39;37.5;Apartamento
4650;Apartamento;Barra da Tijuca;4;2;2;123;3950.0;1090.0;383.0;5423.0;32.11;44.09;Apartamento
4651;Quitinete;Centro;0;0;0;28;800.0;303.0;20.0;1123.0;28.57;40.11;Apartamento
4652;Apartamento;São Conrado;4;4;4;400;33000.0;4822.0;3022.0;40844.0;82.5;102.11;Apartamento
4653;Quitinete;Copacabana;1;0;0;42;1280.0;410.0;30.0;1720.0;30.48;40.95;Apartamento
4654;Apartamento;Catumbi;2;0;0;77;1400.0;297.0;14.0;1711.0;18.18;22.22;Apartamento
4655;Apartamento;Lagoa;2;1;0;72;2100.0;976.0;201.0;3277.0;29.17;45.51;Apartamento
4656;Apartamento;Recreio dos Bandeirantes;3;1;2;81;1800.0;1098.0;1910.0;4808.0;22.22;59.36;Apartamento
4657;Apartamento;Ipanema;3;1;2;138;7500.0;1920.0;340.0;9760.0;54.35;70.72;Apartamento
4658;Apartamento;Barra da Tijuca;2;1;1;75;1680.0;1200.0;160.0;3040.0;22.4;40.53;Apartamento
4659;Casa de Condomínio;Barra da Tijuca;4;2;4;585;17000.0;1748.0;1210.0;19958.0;29.06;34.12;Casa
4660;Apartamento;Copacabana;4;1;0;155;5000.0;1500.0;228.0;6728.0;32.26;43.41;Apartamento
4661;Apartamento;São Conrado;4;3;3;246;18000.0;3700.0;1700.0;23400.0;73.17;95.12;Apartamento
4662;Apartamento;Copacabana;2;1;1;60;3000.0;1603.0;1088.0;5691.0;50.0;94.85;Apartamento
4663;Apartamento;Copacabana;2;0;0;90;1900.0;790.0;0.0;2690.0;21.11;29.89;Apartamento
4664;Apartamento;São Conrado;2;2;1;122;4800.0;2200.0;0.0;7000.0;39.34;57.38;Apartamento
4665;Apartamento;Copacabana;3;1;0;200;15000.0;1200.0;220.0;16420.0;75.0;82.1;Apartamento
4666;Apartamento;Barra da Tijuca;2;1;2;90;2700.0;1000.0;277.0;3977.0;30.0;44.19;Apartamento
4667;Apartamento;São Cristóvão;4;1;1;150;2500.0;700.0;68.0;3268.0;16.67;21.79;Apartamento
4668;Apartamento;Campo Grande;4;2;2;170;2200.0;1100.0;0.0;3300.0;12.94;19.41;Apartamento
4669;Apartamento;Barra da Tijuca;2;1;1;78;3800.0;1100.0;206.0;5106.0;48.72;65.46;Apartamento
4670;Apartamento;Leblon;3;2;1;170;13000.0;2900.0;450.0;16350.0;76.47;96.18;Apartamento
4671;Apartamento;Recreio dos Bandeirantes;3;1;1;70;1800.0;1045.0;0.0;2845.0;25.71;40.64;Apartamento
4672;Apartamento;Rio Comprido;2;1;1;59;1500.0;618.0;15.0;2133.0;25.42;36.15;Apartamento
4673;Apartamento;Tijuca;3;1;0;115;1900.0;720.0;130.0;2750.0;16.52;23.91;Apartamento
4674;Apartamento;Rocha Miranda;1;0;0;45;500.0;80.0;0.0;580.0;11.11;12.89;Apartamento
4675;Apartamento;Arpoador;3;4;2;200;8000.0;2900.0;0.0;10900.0;40.0;54.5;Apartamento
4676;Casa;Campo Grande;3;1;0;80;1000.0;0.0;0.0;1000.0;12.5;12.5;Casa
4677;Apartamento;Recreio dos Bandeirantes;3;2;3;340;2400.0;956.0;420.0;3776.0;7.06;11.11;Apartamento
4678;Apartamento;Tijuca;2;0;0;65;1800.0;360.0;202.0;2362.0;27.69;36.34;Apartamento
4679;Apartamento;Barra da Tijuca;2;1;1;69;2050.0;980.0;950.0;3980.0;29.71;57.68;Apartamento
4680;Apartamento;Recreio dos Bandeirantes;1;1;0;59;1400.0;478.0;0.0;1878.0;23.73;31.83;Apartamento
4681;Apartamento;Méier;2;0;0;64;950.0;200.0;0.0;1150.0;14.84;17.97;Apartamento
4682;Casa de Condomínio;Campo Grande;2;3;0;100;1400.0;85.0;0.0;1485.0;14.0;14.85;Casa
4683;Apartamento;Leblon;3;0;1;100;4500.0;1600.0;240.0;6340.0;45.0;63.4;Apartamento
4684;Apartamento;Ipanema;3;0;1;190;5000.0;2000.0;500.0;7500.0;26.32;39.47;Apartamento
4685;Apartamento;Barra da Tijuca;2;1;1;70;2300.0;950.0;100.0;3350.0;32.86;47.86;Apartamento
4686;Apartamento;Ipanema;2;1;1;85;5800.0;2494.0;0.0;8294.0;68.24;97.58;Apartamento
4687;Apartamento;Vila Valqueire;3;1;1;113;1600.0;522.0;80.0;2202.0;14.16;19.49;Apartamento
4688;Apartamento;Barra da Tijuca;4;3;2;224;4500.0;2500.0;701.0;7701.0;20.09;34.38;Apartamento
4689;Casa;Glória;4;2;2;400;11000.0;0.0;0.0;11000.0;27.5;27.5;Casa
4690;Apartamento;Barra da Tijuca;4;3;2;220;7500.0;2800.0;680.0;10980.0;34.09;49.91;Apartamento
4691;Quitinete;Ipanema;0;0;0;30;1700.0;567.0;7670.0;9937.0;56.67;331.23;Apartamento
4692;Casa;Urca;5;1;3;320;17000.0;0.0;396.0;17396.0;53.12;54.36;Casa
4693;Apartamento;Ramos;2;1;0;67;900.0;470.0;0.0;1370.0;13.43;20.45;Apartamento
4694;Apartamento;Copacabana;1;0;1;40;1500.0;546.0;0.0;2046.0;37.5;51.15;Apartamento
4695;Apartamento;Tijuca;4;1;1;98;2700.0;1380.0;140.0;4220.0;27.55;43.06;Apartamento
4696;Apartamento;Copacabana;4;1;4;240;8000.0;2500.0;500.0;11000.0;33.33;45.83;Apartamento
4697;Apartamento;Tijuca;3;1;1;105;3200.0;1000.0;207.0;4407.0;30.48;41.97;Apartamento
4698;Apartamento;Copacabana;3;1;0;135;4500.0;970.0;2500.0;7970.0;33.33;59.04;Apartamento
4699;Apartamento;Ipanema;3;1;1;155;6000.0;1700.0;592.0;8292.0;38.71;53.5;Apartamento
4700;Apartamento;Copacabana;3;1;0;150;4500.0;1700.0;189.0;6389.0;30.0;42.59;Apartamento
4701;Apartamento;Flamengo;4;2;4;437;15000.0;4102.0;0.0;19102.0;34.32;43.71;Apartamento
4702;Apartamento;Flamengo;4;1;1;220;4500.0;2250.0;773.0;7523.0;20.45;34.2;Apartamento
4703;Casa;Campo Grande;2;1;0;100;1200.0;0.0;0.0;1200.0;12.0;12.0;Casa
4704;Apartamento;Recreio dos Bandeirantes;3;2;1;161;2500.0;900.0;2100.0;5500.0;15.53;34.16;Apartamento
4705;Apartamento;Barra da Tijuca;4;2;4;293;7500.0;4100.0;900.0;12500.0;25.6;42.66;Apartamento
4706;Apartamento;Ipanema;3;1;1;158;6500.0;1700.0;535.0;8735.0;41.14;55.28;Apartamento
4707;Apartamento;Grajaú;2;0;0;65;1200.0;480.0;26.0;1706.0;18.46;26.25;Apartamento
4708;Apartamento;Barra da Tijuca;7;4;5;1147;24000.0;7067.0;5330.0;36397.0;20.92;31.73;Apartamento
4709;Apartamento;Barra da Tijuca;3;2;1;150;5500.0;2700.0;300.0;8500.0;36.67;56.67;Apartamento
4710;Apartamento;Freguesia (Jacarepaguá);2;1;1;60;1400.0;622.0;71.0;2093.0;23.33;34.88;Apartamento
4711;Casa;Santa Teresa;3;2;1;200;4000.0;0.0;20.0;4020.0;20.0;20.1;Casa
4712;Apartamento;Leme;1;0;0;65;2800.0;590.0;90.0;3480.0;43.08;53.54;Apartamento
4713;Apartamento;Vila Isabel;2;0;0;60;1400.0;360.0;19.0;1779.0;23.33;29.65;Apartamento
4714;Apartamento;Recreio dos Bandeirantes;2;2;1;83;1800.0;849.0;185.0;2834.0;21.69;34.14;Apartamento
4715;Apartamento;Ipanema;3;2;2;180;9500.0;3000.0;541.0;13041.0;52.78;72.45;Apartamento
4716;Apartamento;Recreio dos Bandeirantes;2;1;1;90;1500.0;765.0;120.0;2385.0;16.67;26.5;Apartamento
4717;Apartamento;Leblon;4;3;4;395;20000.0;4800.0;1800.0;26600.0;50.63;67.34;Apartamento
4718;Apartamento;Jacarepaguá;2;0;0;50;1000.0;520.0;50.0;1570.0;20.0;31.4;Apartamento
4720;Apartamento;Vila Isabel;2;1;0;54;1300.0;630.0;21.0;1951.0;24.07;36.13;Apartamento
4721;Apartamento;Andaraí;2;1;1;90;1700.0;900.0;0.0;2600.0;18.89;28.89;Apartamento
4722;Apartamento;Ipanema;3;1;1;145;8000.0;1600.0;430.0;10030.0;55.17;69.17;Apartamento
4723;Casa;Campo Grande;2;0;0;60;700.0;0.0;0.0;700.0;11.67;11.67;Casa
4724;Apartamento;Barra da Tijuca;2;1;1;80;3000.0;957.0;194.0;4151.0;37.5;51.89;Apartamento
4725;Apartamento;Ipanema;1;0;0;55;3800.0;900.0;210.0;4910.0;69.09;89.27;Apartamento
4726;Apartamento;Méier;2;1;0;71;1300.0;738.0;22.0;2060.0;18.31;29.01;Apartamento
4727;Casa de Condomínio;Campo Grande;2;1;0;74;1100.0;300.0;0.0;1400.0;14.86;18.92;Casa
4728;Apartamento;Recreio dos Bandeirantes;4;2;1;200;3400.0;750.0;3000.0;7150.0;17.0;35.75;Apartamento
4729;Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;5796.0;69.33;77.28;Apartamento
4730;Apartamento;Recreio dos Bandeirantes;3;2;2;120;3000.0;420.0;0.0;3420.0;25.0;28.5;Apartamento
4731;Apartamento;Recreio dos Bandeirantes;2;2;1;95;1500.0;671.0;202.0;2373.0;15.79;24.98;Apartamento
4732;Apartamento;Ipanema;4;1;1;200;13500.0;1700.0;631.0;15831.0;67.5;79.16;Apartamento
4733;Apartamento;Recreio dos Bandeirantes;3;3;3;600;6500.0;1600.0;701.0;8801.0;10.83;14.67;Apartamento
4734;Apartamento;Jardim Botânico;2;1;1;100;3000.0;850.0;297.0;4147.0;30.0;41.47;Apartamento
4735;Apartamento;Copacabana;2;2;1;98;3300.0;1000.0;309.0;4609.0;33.67;47.03;Apartamento
4736;Apartamento;Freguesia (Jacarepaguá);2;1;0;65;800.0;673.0;100.0;1573.0;12.31;24.2;Apartamento
4737;Apartamento;Laranjeiras;5;2;1;367;6000.0;2010.0;0.0;8010.0;16.35;21.83;Apartamento
4738;Apartamento;Recreio dos Bandeirantes;3;2;1;75;2300.0;700.0;95.0;3095.0;30.67;41.27;Apartamento
4739;Apartamento;Copacabana;4;1;1;300;3500.0;2900.0;4000.0;10400.0;11.67;34.67;Apartamento
4740;Apartamento;Recreio dos Bandeirantes;3;2;1;81;1700.0;9214.0;200.0;11114.0;20.99;137.21;Apartamento
4741;Apartamento;Recreio dos Bandeirantes;3;1;1;90;2500.0;860.0;0.0;3360.0;27.78;37.33;Apartamento
4742;Casa de Condomínio;Barra da Tijuca;6;6;6;1000;24009.0;0.0;0.0;24009.0;24.01;24.01;Casa
4743;Apartamento;Vila Isabel;2;1;0;64;1500.0;725.0;62.0;2287.0;23.44;35.73;Apartamento
4744;Apartamento;Leme;1;0;0;40;2300.0;870.0;23.0;3193.0;57.5;79.82;Apartamento
4745;Apartamento;Flamengo;2;1;1;80;3300.0;1305.0;180.0;4785.0;41.25;59.81;Apartamento
4746;Apartamento;Lagoa;2;1;1;120;3500.0;1480.0;390.0;5370.0;29.17;44.75;Apartamento
4747;Apartamento;Copacabana;3;0;0;90;3000.0;1300.0;200.0;4500.0;33.33;50.0;Apartamento
4748;Apartamento;Engenho de Dentro;3;1;1;67;1500.0;686.0;145.0;2331.0;22.39;34.79;Apartamento
4749;Apartamento;Sampaio;1;1;0;60;1000.0;400.0;0.0;1400.0;16.67;23.33;Apartamento
4750;Apartamento;Grajaú;2;0;0;77;1200.0;340.0;35.0;1575.0;15.58;20.45;Apartamento
4751;Apartamento;Recreio dos Bandeirantes;2;2;1;85;2500.0;1500.0;0.0;4000.0;29.41;47.06;Apartamento
4752;Apartamento;Olaria;2;1;0;58;660.0;450.0;0.0;1110.0;11.38;19.14;Apartamento
4753;Apartamento;Gávea;2;1;0;61;1900.0;880.0;136.0;2916.0;31.15;47.8;Apartamento
4754;Apartamento;Botafogo;2;0;1;87;3800.0;1154.0;234.0;5188.0;43.68;59.63;Apartamento
4755;Apartamento;Méier;2;1;0;71;1100.0;580.0;0.0;1680.0;15.49;23.66;Apartamento
4756;Apartamento;Leblon;2;2;1;94;7500.0;1211.0;0.0;8711.0;79.79;92.67;Apartamento
4757;Apartamento;Del Castilho;2;1;1;52;1600.0;499.0;0.0;2099.0;30.77;40.37;Apartamento
4758;Apartamento;Barra da Tijuca;4;2;1;155;5000.0;3000.0;0.0;8000.0;32.26;51.61;Apartamento
4759;Apartamento;Taquara;2;0;0;68;900.0;130.0;14.0;1044.0;13.24;15.35;Apartamento
4760;Casa de Condomínio;São Conrado;3;3;1;400;7000.0;0.0;3000.0;10000.0;17.5;25.0;Casa
4761;Apartamento;Ipanema;4;2;2;380;25000.0;7950.0;0.0;32950.0;65.79;86.71;Apartamento
4762;Apartamento;Campo Grande;2;0;0;60;650.0;330.0;0.0;980.0;10.83;16.33;Apartamento
4763;Apartamento;Copacabana;2;0;0;90;3000.0;800.0;1780.0;5580.0;33.33;62.0;Apartamento
4764;Apartamento;Lins de Vasconcelos;2;1;0;80;550.0;781.0;0.0;1331.0;6.88;16.64;Apartamento
4765;Apartamento;Barra da Tijuca;3;1;1;92;2450.0;1200.0;0.0;3650.0;26.63;39.67;Apartamento
4766;Apartamento;Barra da Tijuca;4;3;4;300;10000.0;4400.0;0.0;14400.0;33.33;48.0;Apartamento
4767;Apartamento;Copacabana;1;0;1;36;1600.0;722.0;68.0;2390.0;44.44;66.39;Apartamento
4768;Apartamento;Leblon;3;1;1;170;7500.0;700.0;500.0;8700.0;44.12;51.18;Apartamento
4769;Apartamento;Ipanema;2;0;0;70;3100.0;1085.0;145.0;4330.0;44.29;61.86;Apartamento
4770;Apartamento;Barra da Tijuca;1;1;1;45;2375.0;1365.0;260.0;4000.0;52.78;88.89;Apartamento
4771;Apartamento;Barra da Tijuca;2;2;1;70;2500.0;900.0;90.0;3490.0;35.71;49.86;Apartamento
4772;Apartamento;Botafogo;1;1;0;45;1800.0;500.0;50.0;2350.0;40.0;52.22;Apartamento
4773;Apartamento;Barra da Tijuca;2;2;1;100;5000.0;2850.0;587.0;8437.0;50.0;84.37;Apartamento
4774;Apartamento;Recreio dos Bandeirantes;3;2;1;78;2000.0;944.0;150.0;3094.0;25.64;39.67;Apartamento
4775;Apartamento;Copacabana;3;2;1;105;4500.0;1400.0;0.0;5900.0;42.86;56.19;Apartamento
4776;Apartamento;Recreio dos Bandeirantes;3;1;1;81;2600.0;600.0;145.0;3345.0;32.1;41.3;Apartamento
4777;Apartamento;Barra da Tijuca;2;1;0;51;1600.0;480.0;39.0;2119.0;31.37;41.55;Apartamento
4778;Apartamento;Laranjeiras;3;1;1;130;2700.0;1223.0;233.0;4156.0;20.77;31.97;Apartamento
4779;Apartamento;Freguesia (Jacarepaguá);2;1;0;86;1500.0;660.0;85.0;2245.0;17.44;26.1;Apartamento
4780;Apartamento;Leme;4;3;1;185;5500.0;1410.0;492.0;7402.0;29.73;40.01;Apartamento
4781;Apartamento;Ipanema;3;1;1;140;6500.0;2200.0;399.0;9099.0;46.43;64.99;Apartamento
4782;Apartamento;São Conrado;2;2;1;100;8500.0;1600.0;840.0;10940.0;85.0;109.4;Apartamento
4783;Apartamento;Jacarepaguá;3;1;1;78;1800.0;830.0;101.0;2731.0;23.08;35.01;Apartamento
4784;Apartamento;Cachambi;2;1;0;81;1200.0;650.0;0.0;1850.0;14.81;22.84;Apartamento
4785;Quitinete;Flamengo;0;0;0;32;1200.0;315.0;53.0;1568.0;37.5;49.0;Apartamento
4786;Apartamento;Barra da Tijuca;4;3;2;174;4600.0;1525.0;624.0;6749.0;26.44;38.79;Apartamento
4787;Apartamento;Cachambi;2;1;1;68;999.0;451.0;50.0;1500.0;14.69;22.06;Apartamento
4788;Casa;Vargem Grande;5;3;2;759;8000.0;700.0;400.0;9100.0;10.54;11.99;Casa
4789;Apartamento;Barra da Tijuca;2;1;1;93;2400.0;1404.0;0.0;3804.0;25.81;40.9;Apartamento
4790;Apartamento;Freguesia (Jacarepaguá);2;0;0;46;1200.0;465.0;14.0;1679.0;26.09;36.5;Apartamento
4791;Apartamento;Ipanema;3;2;1;140;6000.0;1050.0;713.0;7763.0;42.86;55.45;Apartamento
4792;Apartamento;Copacabana;2;0;0;100;4000.0;817.0;230.0;5047.0;40.0;50.47;Apartamento
4793;Apartamento;Vila Isabel;3;1;0;100;1800.0;155.0;96.0;2051.0;18.0;20.51;Apartamento
4794;Apartamento;Tijuca;2;1;0;64;1700.0;939.0;23.0;2662.0;26.56;41.59;Apartamento
4795;Apartamento;Tijuca;3;0;0;100;2200.0;1040.0;0.0;3240.0;22.0;32.4;Apartamento
4796;Apartamento;Méier;3;0;1;104;2100.0;900.0;182.0;3182.0;20.19;30.6;Apartamento
4797;Apartamento;Barra da Tijuca;2;1;2;90;3000.0;1200.0;380.0;4580.0;33.33;50.89;Apartamento
4798;Apartamento;Botafogo;2;1;0;79;4315.0;1110.0;188.0;5613.0;54.62;71.05;Apartamento
4799;Apartamento;Copacabana;4;0;0;145;3500.0;1000.0;186.0;4686.0;24.14;32.32;Apartamento
4800;Apartamento;Anil;3;1;1;123;1200.0;690.0;0.0;1890.0;9.76;15.37;Apartamento
4801;Apartamento;Copacabana;2;2;1;280;20000.0;3653.0;1224.0;24877.0;71.43;88.85;Apartamento
4802;Apartamento;Copacabana;3;0;1;100;2700.0;1200.0;150.0;4050.0;27.0;40.5;Apartamento
4803;Apartamento;Botafogo;2;1;0;60;2200.0;880.0;0.0;3080.0;36.67;51.33;Apartamento
4804;Apartamento;Recreio dos Bandeirantes;2;1;1;78;1300.0;888.0;0.0;2188.0;16.67;28.05;Apartamento
4805;Apartamento;Leblon;3;3;1;140;9980.0;2150.0;0.0;12130.0;71.29;86.64;Apartamento
4806;Apartamento;Praça Seca;3;1;2;136;1500.0;594.0;0.0;2094.0;11.03;15.4;Apartamento
4807;Apartamento;Leblon;3;2;1;170;9400.0;2700.0;790.0;12890.0;55.29;75.82;Apartamento
4808;Apartamento;Cosme Velho;4;3;2;190;6000.0;1900.0;480.0;8380.0;31.58;44.11;Apartamento
4809;Apartamento;Recreio dos Bandeirantes;3;2;1;93;2200.0;1103.0;159.0;3462.0;23.66;37.23;Apartamento
4810;Apartamento;Tijuca;2;1;0;75;1800.0;350.0;64.0;2214.0;24.0;29.52;Apartamento
4811;Apartamento;Moneró;1;0;0;50;1100.0;360.0;49.0;1509.0;22.0;30.18;Apartamento
4812;Apartamento;Botafogo;3;1;1;108;3500.0;1113.0;205.0;4818.0;32.41;44.61;Apartamento
4813;Apartamento;Ipanema;3;2;1;205;10000.0;2700.0;0.0;12700.0;48.78;61.95;Apartamento
4814;Apartamento;Flamengo;2;1;1;69;2700.0;920.0;75.0;3695.0;39.13;53.55;Apartamento
4815;Apartamento;Lagoa;1;1;0;45;2300.0;1565.0;206.0;4071.0;51.11;90.47;Apartamento
4816;Apartamento;Ipanema;2;0;0;85;3550.0;720.0;0.0;4270.0;41.76;50.24;Apartamento
4817;Apartamento;Grajaú;2;1;0;54;1600.0;660.0;0.0;2260.0;29.63;41.85;Apartamento
4818;Apartamento;Botafogo;3;2;1;95;5000.0;1130.0;261.0;6391.0;52.63;67.27;Apartamento
4819;Apartamento;Freguesia (Jacarepaguá);6;2;4;204;3000.0;1063.0;0.0;4063.0;14.71;19.92;Apartamento
4820;Apartamento;Copacabana;3;2;1;156;5000.0;1766.0;320.0;7086.0;32.05;45.42;Apartamento
